"csquares","TBB_SurfSAR","OT_SurfSAR","TD_SurfSAR","Seine_SurfSAR"
"1500:371:248:4",NA,NA,NA,NA
"1500:371:249:3",NA,NA,NA,NA
"1500:371:249:4",NA,NA,NA,NA
"1500:372:140:3",NA,NA,NA,NA
"1500:372:140:4",NA,NA,NA,NA
"1500:372:141:3",NA,NA,NA,NA
"1500:372:141:4",NA,0.064546893439622,NA,NA
"1500:372:142:3",NA,NA,NA,NA
"1500:372:142:4",NA,NA,NA,NA
"1500:372:143:3",NA,0.095271094767901,NA,NA
"1500:372:143:4",NA,0.319267970364083,NA,NA
"1500:372:144:3",NA,0.755788616438967,NA,NA
"1500:372:144:4",NA,0.232294206957604,NA,NA
"1500:372:245:3",NA,0.31584447068893,NA,NA
"1500:372:245:4",NA,0.476374817882238,NA,NA
"1500:372:246:3",NA,0.214625140002661,NA,NA
"1500:372:246:4",NA,0.500783317295513,NA,NA
"1500:372:247:3",NA,0.456950938607048,NA,NA
"1500:372:247:4",NA,0.199663469807402,NA,NA
"1500:372:248:3",NA,0.325353760354314,NA,NA
"1500:372:248:4",NA,0.364036979234356,NA,NA
"1500:372:249:3",NA,0.2100697730427,NA,NA
"1500:372:249:4",NA,0.279999636934705,NA,NA
"1500:373:140:3",NA,0.561628755505917,NA,NA
"1500:373:140:4",NA,0.498171990041884,NA,NA
"1500:373:141:3",NA,0.84178381950184,NA,NA
"1500:373:141:4",NA,0.952932256795327,NA,NA
"1500:373:142:3",NA,1.10060440332516,NA,NA
"1500:373:142:4",NA,0.635991787191769,NA,NA
"1500:373:143:3",NA,0.770141033505689,NA,NA
"1500:373:143:4",NA,0.656411538907563,NA,NA
"1500:373:144:3",NA,0.521178849671815,NA,NA
"1500:373:144:4",NA,0.782419661632516,NA,NA
"1500:373:245:3",NA,0.498830224425328,NA,NA
"1500:373:245:4",NA,0.378762946470136,NA,NA
"1500:373:246:3",NA,0.34716960004157,NA,NA
"1500:373:246:4",NA,0.48146001838182,NA,NA
"1500:373:247:3",NA,0.217023782372409,NA,NA
"1500:373:247:4",NA,0.262453874346872,NA,NA
"1500:373:248:3",NA,0.601989130541179,NA,NA
"1500:373:248:4",NA,0.10479084688132,NA,NA
"1500:373:249:3",NA,0.249968942950553,NA,NA
"1500:373:249:4",NA,0.229624168574206,NA,NA
"1500:374:140:3",NA,0.203025293013956,NA,NA
"1500:374:140:4",0.187928989531205,0.13434409110527,NA,NA
"1500:374:141:3",0.053091353160795,0.201056426973507,NA,NA
"1500:374:141:4",NA,0.044864223530607,NA,NA
"1500:374:142:3",NA,0.151429498864637,NA,NA
"1500:374:142:4",NA,NA,NA,0.312880352862297
"1500:374:143:3",NA,0.180547809506992,NA,0.164262185252706
"1500:374:143:4",NA,1.27711920688387,NA,0.370241750887052
"1500:374:144:3",NA,1.62681116248473,NA,NA
"1500:374:144:4",NA,0.144257515661436,NA,NA
"1500:374:245:3",NA,0.719207641666468,NA,NA
"1500:374:245:4",NA,1.59118275767774,NA,NA
"1500:374:246:3",NA,0.505242594356921,NA,NA
"1500:374:246:4",NA,0.123022782164884,NA,NA
"1500:374:247:3",NA,0.325330751465635,NA,NA
"1500:374:247:4",NA,0.547460662353536,NA,NA
"1500:374:248:3",NA,0.493881633479778,NA,NA
"1500:374:248:4",NA,1.06990990782232,NA,NA
"1500:374:249:3",NA,0.131935519532021,NA,NA
"1500:374:249:4",NA,0.065726682932109,NA,NA
"1500:475:140:3",NA,0.459820831170828,NA,NA
"1500:475:140:4",0.025882034665888,1.02364266271301,NA,0.163772831157272
"1500:475:141:3",NA,0.776518500802642,NA,NA
"1500:475:141:4",NA,1.81481994555014,NA,NA
"1500:475:142:3",NA,1.23228083424818,NA,NA
"1500:475:142:4",NA,1.74994711861313,NA,NA
"1500:475:143:3",NA,0.579509488696175,NA,NA
"1500:475:143:4",NA,1.30673266269984,NA,NA
"1500:475:144:3",NA,0.590504115323844,NA,NA
"1500:475:144:4",NA,0.384686708430496,NA,NA
"1500:475:245:3",NA,0.457917433394739,NA,NA
"1500:475:245:4",NA,0.041711555043262,NA,NA
"1500:475:246:3",NA,0.063606467353654,NA,0.077701999940214
"1500:475:246:4",NA,0.095455289425927,NA,0.157994066545102
"1500:475:247:3",NA,0.251290775545903,NA,2.56416599802707
"1500:475:247:4",NA,0.715167010332797,NA,2.48646399808686
"1500:475:248:3",NA,0.749249310676157,NA,0.077701999940214
"1500:475:248:4",NA,0.728228033965182,NA,3.03216204766184
"1500:475:249:3",NA,0.319496001699049,NA,0.47458083091813
"1500:475:249:4",NA,0.460585947052455,NA,0.155403999880429
"1500:476:140:3",NA,0.458460636857736,NA,0.163772831157272
"1500:476:140:4",NA,0.152112145679458,NA,0.906759733985188
"1500:476:141:3",NA,0.435480835717057,NA,0.333004756686452
"1500:476:141:4",NA,0.573133124673656,NA,0.163772831157272
"1500:476:142:3",NA,0.122760198200218,NA,0.163772831157272
"1500:476:142:4",NA,0.053330959891686,NA,NA
"1500:476:143:3",NA,0.20353490891332,NA,0.173515019088745
"1500:476:143:4",NA,0.102660261611579,NA,0.352813872147113
"1500:476:144:3",NA,0.327854437729758,NA,NA
"1500:476:144:4",NA,0.318234937019928,NA,0.173945261275721
"1500:476:245:3",NA,0.478230084615724,NA,NA
"1500:476:245:4",NA,1.0215924743917,NA,0.342746944617925
"1500:476:246:3",NA,2.08616249752852,NA,NA
"1500:476:246:4",NA,3.0674214860811,NA,NA
"1500:476:247:3",NA,4.76345862873964,NA,0.173945261275721
"1500:476:247:4",NA,5.43274194573889,NA,NA
"1500:476:248:3",NA,7.25349933574475,NA,NA
"1500:476:248:4",NA,10.1264659763412,NA,0.173515019088745
"1500:476:249:3",NA,9.29620500575153,NA,0.219785690845744
"1500:476:249:4",NA,11.565125860319,NA,0.127244347331746
"1500:477:140:3",NA,13.3842735150232,NA,0.347030038177489
"1500:477:140:4",NA,16.5484003508638,NA,0.179298853058369
"1500:477:141:3",NA,15.5380842996676,NA,0.179298853058369
"1500:477:141:4",NA,16.8826338466459,NA,0.526328891235858
"1500:477:142:3",NA,17.5134194137967,NA,NA
"1500:477:142:4",NA,13.7355061980752,NA,0.554335124776414
"1500:477:143:3",NA,15.3486076947055,NA,0.751573841098152
"1500:477:143:4",NA,11.5257480200204,NA,2.6268207341912
"1500:477:144:3",NA,14.3297888286627,NA,0.509468396630427
"1500:477:144:4",NA,10.3355129865081,NA,1.07698323872538
"1500:477:245:3",NA,9.57834067896136,NA,2.57216943691691
"1500:477:245:4",NA,8.25683792009993,NA,7.17924611872236
"1500:477:246:3",NA,7.3653287656985,NA,4.14451670225152
"1500:477:246:4",NA,8.25187895469903,NA,1.84897498479666
"1500:477:247:3",NA,7.96574750578649,NA,1.42449876539248
"1500:477:247:4",NA,7.69078266462261,NA,1.66289525037797
"1500:477:248:3",NA,6.59619136824166,NA,0.421625780131312
"1500:477:248:4",NA,7.50496005012215,NA,0.161202524110929
"1500:477:249:3",NA,5.20682015480739,NA,2.45661917160485
"1500:477:249:4",NA,6.94296464229406,NA,2.91812068653541
"7500:371:247:2",NA,0.070483851076479,0.054278624652582,NA
"7500:371:247:1",NA,0.357761485496748,0.136100373621623,NA
"7500:371:246:2",NA,0.230537191639335,1.07799616100454,NA
"7500:371:246:1",NA,0.098609770349213,1.04898682312428,NA
"7500:371:245:2",NA,0.06166034605673,1.0178492572615,NA
"7500:371:245:1",NA,0.225324568246402,0.160944425588208,NA
"7500:371:144:2",NA,0.174849081481251,0.058038796041557,NA
"7500:371:144:1",NA,0.189759533738752,NA,NA
"7500:371:143:2",NA,0.426864330914506,0.018879521618289,0.312452882925493
"7500:371:143:1",NA,0.200476681919153,NA,1.55705686657871
"7500:371:142:2",NA,0.125154808138188,0.015103617294631,0.315056656949872
"7500:371:142:1",NA,0.145921467668463,0.559240895426657,0.312452882925493
"7500:371:141:2",NA,0.098887971305719,0.556587026991312,0.627509539875365
"7500:371:141:1",NA,0.030405209568138,0.575173102621092,NA
"7500:371:140:2",NA,NA,0.319123700500879,NA
"7500:371:140:1",NA,NA,0.212826150128457,0.312452882925493
"7500:370:249:2",NA,NA,0.13147339245041,0.307245334876735
"7500:370:249:1",NA,0.147689631556636,0.056187554060653,1.25501907975073
"7500:370:248:2",NA,NA,0.326143735955946,NA
"7500:370:248:1",NA,NA,0.26676938857028,NA
"7500:370:247:2",NA,NA,0.257535554395083,NA
"7500:370:247:1",NA,0.075442845307712,0.063141511190056,NA
"7500:370:246:2",NA,0.334511949515138,0.129524006924585,NA
"7500:370:246:1",NA,0.136490685628764,0.232125965858963,NA
"7500:370:245:2",NA,0.190045402630557,0.131490315270908,NA
"7500:370:245:1",NA,0.042436726827989,NA,0.418719548966993
"7500:370:144:2",NA,0.066150327307348,NA,0.312452882925493
"7500:370:144:1",NA,NA,NA,NA
"7500:370:143:2",NA,NA,NA,NA
"7500:370:143:1",NA,0.031960731585311,NA,0.31766043097425
"7500:370:142:2",NA,NA,NA,0.621813922868563
"7500:370:142:1",NA,0.264583570449455,NA,0.283694697240967
"7500:370:141:2",NA,0.404886814717294,NA,0.627509539875365
"7500:370:141:1",NA,0.455983676397509,0.011327712970974,NA
"7500:370:140:2",NA,0.230877924300894,NA,NA
"7500:370:140:1",NA,2.59687535353781,0.022356500182991,0.961816794427773
"1500:370:140:1",NA,0.853648310673751,0.011327712970974,1.74403121601209
"1500:370:140:2",NA,0.738995235573636,NA,NA
"1500:370:141:1",NA,0.053895269926392,NA,NA
"1500:370:141:2",NA,0.259465493675869,NA,NA
"1500:370:142:1",NA,0.207853687496402,NA,NA
"1500:370:142:2",NA,0.313790287628896,NA,NA
"1500:370:143:1",NA,0.027037878048312,NA,NA
"1500:370:143:2",NA,NA,NA,NA
"1500:370:144:1",NA,0.173294877989019,NA,NA
"1500:370:144:2",NA,0.07488368651942,NA,NA
"1500:370:245:1",NA,0.190052738175835,NA,0.309849108901113
"1500:370:245:2",NA,0.124419623669178,NA,NA
"1500:370:246:1",NA,0.093314717751883,NA,NA
"1500:370:246:2",NA,0.173294877989019,NA,0.309849108901113
"1500:370:247:1",NA,0.092466551931111,NA,NA
"1500:370:247:2",NA,NA,NA,NA
"1500:370:248:1",NA,1.29701602352557,NA,NA
"1500:370:248:2",NA,0.651605142892878,NA,NA
"1500:370:249:1",NA,0.982176836670833,NA,NA
"1500:370:249:2",NA,1.17622302445826,NA,NA
"1500:371:140:1",NA,0.616454909029552,NA,NA
"1500:371:140:2",NA,0.109642455654189,NA,0.537301157849846
"1500:371:141:1",NA,NA,NA,NA
"1500:371:141:2",NA,NA,NA,NA
"1500:371:142:1",NA,NA,NA,NA
"1500:371:142:2",NA,0.414234378062678,NA,NA
"1500:371:143:1",NA,0.225049174496363,NA,NA
"1500:371:143:2",NA,0.358471185090635,NA,NA
"1500:371:144:1",NA,NA,NA,NA
"1500:371:144:2",NA,NA,NA,NA
"1500:371:245:1",NA,NA,NA,NA
"1500:371:245:2",NA,NA,NA,NA
"1500:371:246:1",NA,NA,NA,NA
"1500:371:246:2",NA,NA,NA,NA
"1500:371:247:1",NA,NA,NA,NA
"1500:371:247:2",NA,NA,NA,NA
"1500:371:248:1",NA,0.394616380370833,NA,NA
"1500:371:248:2",NA,NA,NA,NA
"1500:371:249:1",NA,NA,NA,NA
"1500:371:249:2",NA,NA,NA,NA
"1500:372:140:1",NA,NA,NA,NA
"1500:372:140:2",NA,NA,NA,NA
"1500:372:141:1",NA,NA,NA,NA
"1500:372:141:2",NA,NA,NA,NA
"1500:372:142:1",NA,NA,NA,NA
"1500:372:142:2",NA,NA,NA,NA
"1500:372:143:1",NA,0.037418242599058,NA,NA
"1500:372:143:2",NA,0.317013654619821,NA,NA
"1500:372:144:1",NA,0.502569721586081,NA,NA
"1500:372:144:2",NA,0.069387603365016,NA,NA
"1500:372:245:1",NA,0.169416787791845,NA,NA
"1500:372:245:2",NA,0.436955797394652,NA,NA
"1500:372:246:1",NA,0.060135922916347,NA,NA
"1500:372:246:2",NA,0.331570522430234,NA,NA
"1500:372:247:1",NA,0.399619148080265,NA,NA
"1500:372:247:2",NA,0.443594361055547,NA,NA
"1500:372:248:1",NA,0.537260524177005,NA,NA
"1500:372:248:2",NA,0.410810089143183,NA,NA
"1500:372:249:1",NA,0.270718886829802,NA,NA
"1500:372:249:2",NA,0.170371875879556,NA,NA
"1500:373:140:1",NA,0.483485515580123,NA,NA
"1500:373:140:2",NA,0.417300370008722,NA,NA
"1500:373:141:1",NA,0.486560106458085,NA,NA
"1500:373:141:2",NA,0.745456701643456,NA,NA
"1500:373:142:1",NA,1.17973170618995,NA,NA
"1500:373:142:2",NA,1.45368758525663,NA,NA
"1500:373:143:1",NA,0.580410606218898,NA,NA
"1500:373:143:2",NA,0.39220835719045,NA,NA
"1500:373:144:1",NA,0.666861722862918,NA,NA
"1500:373:144:2",NA,0.427409261867504,NA,NA
"1500:373:245:1",NA,0.500048212211497,NA,NA
"1500:373:245:2",NA,0.640757831586523,NA,NA
"1500:373:246:1",NA,0.693486580168317,NA,NA
"1500:373:246:2",NA,0.608891139241901,NA,NA
"1500:373:247:1",NA,0.610991709054394,NA,NA
"1500:373:247:2",NA,0.103713261161667,NA,NA
"1500:373:248:1",NA,0.34801984931614,NA,NA
"1500:373:248:2",NA,0.059958172241556,NA,NA
"1500:373:249:1",NA,0.219473774383165,NA,NA
"1500:373:249:2",0.018023117260379,0.233928813751668,NA,NA
"1500:374:140:1",0.018023117260379,0.14357964263493,NA,NA
"1500:374:140:2",0.035787701868083,0.548035134593554,NA,NA
"1500:374:141:1",0.050699244313118,0.322288038808665,NA,NA
"1500:374:141:2",0.087479408652061,0.514420915118735,NA,NA
"1500:374:142:1",NA,0.410874005055691,NA,NA
"1500:374:142:2",NA,0.048212917519225,NA,NA
"1500:374:143:1",NA,1.72951468123571,NA,NA
"1500:374:143:2",NA,1.68325603002467,NA,NA
"1500:374:144:1",NA,0.564436749065358,NA,NA
"1500:374:144:2",NA,1.48918712917512,NA,NA
"1500:374:245:1",NA,0.539251697017585,NA,NA
"1500:374:245:2",NA,0.501074422857343,NA,NA
"1500:374:246:1",NA,0.77234726039774,NA,NA
"1500:374:246:2",NA,0.180075531428154,NA,NA
"1500:374:247:1",NA,0.127792781425416,NA,NA
"1500:374:247:2",NA,0.144060425142523,NA,NA
"1500:374:248:1",NA,0.226935462313935,NA,0.354113267315559
"1500:374:248:2",NA,0.065636884449263,NA,0.276770555810716
"1500:374:249:1",NA,0.405375392150229,NA,0.415155833716074
"1500:374:249:2",0.009742207730756,1.33112259760608,NA,0.332549791965932
"1500:475:140:1",NA,2.66157972265268,NA,0.631192352147101
"1500:475:140:2",NA,1.49473898011166,NA,8.91220165507883
"1500:475:141:1",NA,2.24830722706497,NA,5.76100437436487
"1500:475:141:2",NA,1.96747021325808,NA,1.61101548546367
"1500:475:142:1",NA,1.60660693492067,NA,0.483925105380569
"1500:475:142:2",0.003976411318676,2.35891298723033,NA,0.196381683208082
"1500:475:143:1",NA,1.42595239589992,NA,NA
"1500:475:143:2",NA,1.39146658106059,NA,NA
"1500:475:144:1",NA,1.44055816371182,NA,NA
"1500:475:144:2",NA,0.913948161505285,NA,NA
"1500:475:245:1",NA,0.625006957422093,NA,NA
"1500:475:245:2",NA,0.776803771665206,NA,NA
"1500:475:246:1",NA,0.661495047918863,NA,NA
"1500:475:246:2",NA,1.19363534277063,NA,NA
"1500:475:247:1",NA,1.29156134303389,NA,NA
"1500:475:247:2",NA,3.70320280012465,NA,0.077595840289408
"1500:475:248:1",NA,2.5376440489641,NA,0.328469636350654
"1500:475:248:2",NA,4.35140391320444,NA,1.11135069610882
"1500:475:249:1",NA,3.37644057565243,NA,0.179341417983465
"1500:475:249:2",NA,4.36014274478661,NA,0.76173852823027
"1500:476:140:1",NA,3.6792923825061,NA,0.391737367968746
"1500:476:140:2",NA,2.81360213961108,NA,0.318740758594849
"1500:476:141:1",NA,1.93823251230497,NA,1.62951264607757
"1500:476:141:2",NA,1.12016956829654,NA,0.080182368299055
"1500:476:142:1",NA,0.547493149176886,NA,0.310383361157633
"1500:476:142:2",NA,0.119200700881486,NA,NA
"1500:476:143:1",NA,0.164316552951185,NA,NA
"1500:476:143:2",NA,0.048168007271147,NA,NA
"1500:476:144:1",NA,0.21162195748756,NA,0.179053887630899
"1500:476:144:2",NA,0.255052482657964,NA,NA
"1500:476:245:1",NA,0.206884475386817,NA,NA
"1500:476:245:2",NA,0.37033842560323,NA,NA
"1500:476:246:1",NA,0.413768950773634,NA,NA
"1500:476:246:2",NA,0.259789964758707,NA,NA
"1500:476:247:1",NA,0.255052482657964,NA,NA
"1500:476:247:2",NA,0.178727404397871,NA,NA
"1500:476:248:1",NA,0.051217305347015,NA,NA
"1500:476:248:2",NA,0.140622280136722,NA,0.1690007139499
"1500:476:249:1",NA,0.472402880943525,NA,NA
"1500:476:249:2",NA,0.547342503392823,NA,NA
"1500:477:140:1",NA,0.376936445636067,NA,NA
"1500:477:140:2",NA,0.451931668949789,NA,NA
"1500:477:141:1",NA,0.738750207465583,NA,NA
"1500:477:141:2",NA,0.898505875363826,NA,NA
"1500:477:142:1",NA,1.02535314734259,NA,NA
"1500:477:142:2",NA,1.67653523397769,NA,NA
"1500:477:143:1",NA,1.91176664315732,NA,NA
"1500:477:143:2",NA,3.60357266816924,NA,NA
"1500:477:144:1",NA,3.17091206929453,NA,NA
"1500:477:144:2",NA,3.66367097007754,NA,0.346555911543676
"1500:477:245:1",NA,5.66033595563838,NA,2.46080022171717
"1500:477:245:2",NA,5.94008109899348,NA,4.09601269047675
"1500:477:246:1",NA,5.97976617281272,NA,4.54609358617907
"1500:477:246:2",NA,3.81244099815789,NA,1.38821267268101
"1500:477:247:1",NA,4.36580748348725,NA,0.998913755118722
"1500:477:247:2",NA,3.82726171033628,NA,2.2812046049759
"1500:477:248:1",NA,4.15387809636699,NA,4.03648393521472
"1500:477:248:2",NA,4.2355726297743,NA,7.24935969950143
"1500:477:249:1",NA,5.10328652992015,NA,9.82535573437496
"1500:477:249:2",NA,6.06912250952417,NA,15.1613967041605
"7500:371:238:3",NA,0.454288473112261,NA,NA
"7500:371:237:4",NA,0.168498279441983,0.080442782611839,NA
"7500:371:237:3",NA,0.197373158737742,0.045673275205589,NA
"7500:371:236:4",NA,NA,0.048799859920385,NA
"7500:371:236:3",NA,0.091402762631774,0.033936798914369,NA
"7500:371:235:4",NA,NA,0.01131226630479,NA
"7500:371:235:3",NA,NA,0.006787359782874,NA
"7500:371:134:4",NA,NA,NA,NA
"7500:371:134:3",NA,NA,0.023001608153073,NA
"7500:371:133:4",NA,0.217034379202548,0.014580254348396,NA
"7500:371:133:3",NA,NA,NA,NA
"7500:371:132:4",NA,0.118056561634995,NA,NA
"7500:371:132:3",NA,0.239856883202341,0.034125336686116,NA
"7500:371:131:4",NA,0.250431809545913,0.207339925483644,NA
"7500:371:131:3",NA,0.114762626236137,0.39660777098264,NA
"7500:371:130:4",NA,NA,0.414548853944062,NA
"7500:371:130:3",NA,0.161524951781724,0.187829857303534,NA
"7500:370:239:4",NA,0.162006052368744,0.48198895772943,NA
"7500:370:239:3",NA,NA,0.479905629506118,NA
"7500:370:238:4",NA,NA,0.318246045442275,0.304226146327973
"7500:370:238:3",NA,0.120587201859492,0.405713415090937,NA
"7500:370:237:4",NA,0.121504539276558,0.23288342680937,0.294916251882898
"7500:370:237:3",NA,0.180513764819095,0.30818212771708,NA
"7500:370:236:4",NA,0.117235866879678,0.373109267405881,0.294916251882898
"7500:370:236:3",NA,NA,0.306235618055443,NA
"7500:370:235:4",NA,0.218629015430389,0.199566707677634,NA
"7500:370:235:3",NA,0.094638670764095,0.145346083615519,NA
"7500:370:134:4",NA,NA,NA,NA
"7500:370:134:3",NA,0.189786253418204,0.019089449389333,0.418148575716341
"7500:370:133:4",NA,0.410561639055978,0.305164095052683,NA
"7500:370:133:3",NA,0.71275942542432,0.051761474084903,0.418148575716341
"7500:370:132:4",NA,0.38600286578362,0.220494924057528,NA
"7500:370:132:3",NA,0.310655772238222,0.347850662250653,NA
"7500:370:131:4",NA,0.315636047720409,0.264549542639412,NA
"7500:370:131:3",NA,NA,0.090556487367668,NA
"7500:370:130:4",NA,0.189031825987188,0.068789352720079,0.832138952660578
"7500:370:130:3",NA,4.8164954747842,0.03628454307207,0.766218831905264
"1500:370:130:3",NA,0.94521941429818,0.03308837894151,0.702480439756964
"1500:370:130:4",NA,0.365654471508721,NA,NA
"1500:370:131:3",NA,0.265027863169079,NA,NA
"1500:370:131:4",NA,NA,NA,NA
"1500:370:132:3",NA,0.38570627094117,NA,0.257422123815977
"1500:370:132:4",NA,NA,NA,NA
"1500:370:133:3",NA,0.167406254114369,NA,0.093608045023992
"1500:370:133:4",NA,NA,NA,NA
"1500:370:134:3",NA,NA,NA,NA
"1500:370:134:4",NA,0.183895482835724,NA,NA
"1500:370:235:3",NA,NA,NA,NA
"1500:370:235:4",NA,0.143818416999051,NA,NA
"1500:370:236:3",NA,0.105612468472665,NA,NA
"1500:370:236:4",NA,0.093187472181764,NA,NA
"1500:370:237:3",NA,0.186374944363527,NA,NA
"1500:370:237:4",NA,0.273529863685739,NA,0.07800670418666
"1500:370:238:3",NA,0.459716677472241,NA,0.897077098146587
"1500:370:238:4",NA,0.854463400823641,NA,0.980284249279024
"1500:370:239:3",NA,0.816644948084413,NA,0.62145341002039
"1500:370:239:4",NA,0.135716544674552,NA,1.88776224131716
"1500:371:130:3",NA,0.386293692568322,NA,0.049404245984885
"1500:371:130:4",NA,NA,NA,NA
"1500:371:131:3",NA,0.122715238176929,NA,NA
"1500:371:131:4",NA,NA,NA,NA
"1500:371:132:3",NA,NA,NA,NA
"1500:371:132:4",NA,0.180596485874439,NA,NA
"1500:371:133:3",NA,1.14943039741962,NA,NA
"1500:371:133:4",NA,2.84621906912939,NA,NA
"1500:371:134:3",NA,NA,NA,NA
"1500:371:134:4",NA,NA,NA,NA
"1500:371:235:3",NA,NA,NA,NA
"1500:371:235:4",NA,NA,NA,NA
"1500:371:236:3",NA,NA,NA,NA
"1500:371:236:4",NA,NA,NA,NA
"1500:371:237:3",NA,NA,NA,NA
"1500:371:237:4",NA,NA,NA,NA
"1500:371:238:3",NA,NA,NA,NA
"1500:371:238:4",NA,NA,NA,NA
"1500:371:239:3",NA,NA,NA,NA
"1500:371:239:4",NA,NA,NA,NA
"1500:372:130:3",NA,NA,NA,NA
"1500:372:130:4",NA,NA,NA,NA
"1500:372:131:3",NA,NA,NA,NA
"1500:372:131:4",NA,NA,NA,NA
"1500:372:132:3",NA,NA,NA,NA
"1500:372:132:4",NA,0.104054158406731,NA,NA
"1500:372:133:3",NA,NA,NA,NA
"1500:372:133:4",NA,0.188359395585581,NA,NA
"1500:372:134:3",NA,NA,NA,NA
"1500:372:134:4",NA,0.069292985223718,NA,NA
"1500:372:235:3",NA,0.124727373402693,NA,NA
"1500:372:235:4",NA,0.060053920527223,NA,NA
"1500:372:236:3",NA,0.53992451873495,NA,NA
"1500:372:236:4",NA,0.191082578208977,NA,NA
"1500:372:237:3",NA,0.173020257956647,NA,NA
"1500:372:237:4",NA,0.318707540329166,NA,NA
"1500:372:238:3",NA,0.454666518617193,NA,NA
"1500:372:238:4",NA,0.596317129919497,NA,NA
"1500:372:239:3",NA,0.231494891692692,NA,NA
"1500:372:239:4",NA,0.455485017964405,NA,NA
"1500:373:130:3",NA,0.18052931244357,NA,NA
"1500:373:130:4",NA,0.513888201083681,NA,NA
"1500:373:131:3",NA,0.307298631033876,NA,NA
