ID,Longitude,Latitude,M2 bedstress
21062,7.56,56.62,0.04
21063,7.68,56.62,0.04
21064,7.81,56.62,0.05
21065,7.93,56.62,0.06
21066,8.06,56.62,0.07
21067,8.18,56.62,1000000
21068,8.31,56.62,1000000
21069,8.43,56.62,1000000
21070,8.56,56.62,1000000
21071,8.68,56.62,1000000
21072,8.81,56.62,1000000
21073,8.93,56.62,1000000
21074,9.06,56.62,1000000
21075,9.18,56.62,1000000
21076,9.31,56.62,1000000
21077,9.43,56.62,1000000
21078,9.56,56.62,1000000
21079,9.68,56.62,1000000
21080,9.81,56.62,1000000
21081,9.93,56.62,1000000
21082,10.06,56.62,1000000
21083,10.18,56.62,1000000
21084,10.31,56.62,1000000
21085,10.43,56.62,0.01
21086,10.56,56.62,9.58E-03
21087,10.68,56.62,0.01
21088,10.81,56.62,0.02
21089,10.93,56.62,0.02
21090,11.06,56.62,0.02
21091,11.18,56.62,0.02
21092,11.31,56.62,0.01
21093,11.43,56.62,0.01
21094,11.56,56.62,0.01
21095,11.68,56.62,0.01
21096,11.81,56.62,0.01
21097,11.93,56.62,0.01
21098,12.06,56.62,9.57E-03
21099,12.18,56.62,7.59E-03
21100,12.31,56.62,6.85E-03
21101,12.43,56.62,6.45E-03
21102,12.56,56.62,6.55E-03
21103,12.68,56.62,2.75E-03
21104,12.81,56.62,1.25E-03
21105,12.93,56.62,1000000
21106,-12.06,56.7,1000000
21107,-11.93,56.7,1000000
21108,-11.81,56.7,2.09E-03
21109,-11.68,56.7,5.99E-03
21110,-11.56,56.7,9.29E-03
21111,-11.43,56.7,0.01
21112,-11.31,56.7,0.01
21113,-11.18,56.7,0.01
21114,-11.06,56.7,0.01
21115,-10.93,56.7,9.61E-03
21116,-10.81,56.7,8.88E-03
21117,-10.68,56.7,8.27E-03
21118,-10.56,56.7,7.64E-03
21119,-10.43,56.7,7.11E-03
21120,-10.31,56.7,6.98E-03
21121,-10.18,56.7,6.99E-03
21122,-10.06,56.7,7.22E-03
21123,-9.93,56.7,7.55E-03
21124,-9.81,56.7,8.02E-03
21125,-9.68,56.7,8.24E-03
21126,-9.56,56.7,8.35E-03
21127,-9.43,56.7,8.07E-03
21128,-9.31,56.7,6.65E-03
21129,-9.18,56.7,4.92E-03
21130,-9.06,56.7,8.62E-03
21131,-8.93,56.7,0.05
21132,-8.81,56.7,0.12
21133,-8.68,56.7,0.09
21134,-8.56,56.7,0.07
21135,-8.43,56.7,0.05
21136,-8.31,56.7,0.04
21137,-8.18,56.7,0.04
21138,-8.06,56.7,0.06
21139,-7.93,56.7,0.12
21140,-7.81,56.7,0.35
21141,-7.68,56.7,0.25
21142,-7.56,56.7,0.09
21143,-7.43,56.7,0.11
21144,-7.31,56.7,0.11
21145,-7.18,56.7,0.1
21146,-7.06,56.7,0.08
21147,-6.93,56.7,0.08
21148,-6.81,56.7,0.08
21149,-6.68,56.7,0.09
21150,-6.56,56.7,0.02
21151,-6.43,56.7,0.07
21152,-6.31,56.7,0.13
21153,-6.18,56.7,0.1
21154,-6.06,56.7,1000000
21155,-5.93,56.7,1000000
21156,-5.81,56.7,1000000
21157,-5.68,56.7,1000000
21158,-5.56,56.7,1000000
21159,-5.43,56.7,1000000
21160,-5.31,56.7,1000000
21161,-5.18,56.7,1000000
21162,-5.06,56.7,1000000
21163,-4.93,56.7,1000000
21164,-4.81,56.7,1000000
21165,-4.68,56.7,1000000
21166,-4.56,56.7,1000000
21167,-4.43,56.7,1000000
21168,-4.31,56.7,1000000
21169,-4.18,56.7,1000000
21170,-4.06,56.7,1000000
21171,-3.93,56.7,1000000
21172,-3.81,56.7,1000000
21173,-3.68,56.7,1000000
21174,-3.56,56.7,1000000
21175,-3.43,56.7,1000000
21176,-3.31,56.7,1000000
21177,-3.18,56.7,1000000
21178,-3.06,56.7,1000000
21179,-2.93,56.7,1000000
21180,-2.81,56.7,1000000
21181,-2.68,56.7,1000000
21182,-2.56,56.7,1000000
21183,-2.43,56.7,0.37
21184,-2.31,56.7,0.4
21185,-2.18,56.7,0.41
21186,-2.06,56.7,0.39
21187,-1.93,56.7,0.36
21188,-1.81,56.7,0.34
21189,-1.68,56.7,0.34
21190,-1.56,56.7,0.33
21191,-1.43,56.7,0.33
21192,-1.31,56.7,0.33
21193,-1.18,56.7,0.31
21194,-1.06,56.7,0.29
21195,-0.93,56.7,0.28
21196,-0.81,56.7,0.26
21197,-0.68,56.7,0.24
21198,-0.56,56.7,0.22
21199,-0.43,56.7,0.19
21200,-0.31,56.7,0.17
21201,-0.18,56.7,0.14
21202,-0.06,56.7,0.13
21203,0.06,56.7,0.12
21204,0.18,56.7,0.12
21205,0.31,56.7,0.11
21206,0.43,56.7,0.1
21207,0.56,56.7,0.1
21208,0.68,56.7,0.09
21209,0.81,56.7,0.09
21210,0.93,56.7,0.08
21211,1.06,56.7,0.09
21212,1.18,56.7,0.1
21213,1.31,56.7,0.1
21214,1.43,56.7,0.1
21215,1.56,56.7,0.1
21216,1.68,56.7,0.1
21217,1.81,56.7,0.1
21218,1.93,56.7,0.1
21219,2.06,56.7,0.09
21220,2.18,56.7,0.09
21221,2.31,56.7,0.09
21222,2.43,56.7,0.09
21223,2.56,56.7,0.08
21224,2.68,56.7,0.08
21225,2.81,56.7,0.08
21226,2.93,56.7,0.07
21227,3.06,56.7,0.07
21228,3.18,56.7,0.07
21229,3.31,56.7,0.07
21230,3.43,56.7,0.07
21231,3.56,56.7,0.07
21232,3.68,56.7,0.07
21233,3.81,56.7,0.07
21234,3.93,56.7,0.07
21235,4.06,56.7,0.06
21236,4.18,56.7,0.06
21237,4.31,56.7,0.05
21238,4.43,56.7,0.05
21239,4.56,56.7,0.04
21240,4.68,56.7,0.04
21241,4.81,56.7,0.03
21242,4.93,56.7,0.03
21243,5.06,56.7,0.03
21244,5.18,56.7,0.03
21245,5.31,56.7,0.02
21246,5.43,56.7,0.02
21247,5.56,56.7,0.02
21248,5.68,56.7,0.02
21249,5.81,56.7,0.02
21250,5.93,56.7,0.02
21251,6.06,56.7,0.02
21252,6.18,56.7,0.02
21253,6.31,56.7,0.03
21254,6.43,56.7,0.03
21255,6.56,56.7,0.03
21256,6.68,56.7,0.03
21257,6.81,56.7,0.03
21258,6.93,56.7,0.03
21259,7.06,56.7,0.03
21260,7.18,56.7,0.03
21261,7.31,56.7,0.03
21262,7.43,56.7,0.03
21263,7.56,56.7,0.03
21264,7.68,56.7,0.03
21265,7.81,56.7,0.04
21266,7.93,56.7,0.05
21267,8.06,56.7,0.07
21268,8.18,56.7,0.04
21269,8.31,56.7,1000000
21270,8.43,56.7,1000000
21271,8.56,56.7,1000000
21272,8.68,56.7,1000000
21273,8.81,56.7,1000000
21274,8.93,56.7,1000000
21275,9.06,56.7,1000000
21276,9.18,56.7,1000000
21277,9.31,56.7,1000000
21278,9.43,56.7,1000000
21279,9.56,56.7,1000000
21280,9.68,56.7,1000000
21281,9.81,56.7,1000000
21282,9.93,56.7,1000000
21283,10.06,56.7,1000000
21284,10.18,56.7,1000000
21285,10.31,56.7,0.01
21286,10.43,56.7,0.01
21287,10.56,56.7,0.01
21288,10.68,56.7,0.01
21289,10.81,56.7,0.02
21290,10.93,56.7,0.02
21291,11.06,56.7,0.02
21292,11.18,56.7,0.02
21293,11.31,56.7,0.02
21294,11.43,56.7,0.02
21295,11.56,56.7,0.02
21296,11.68,56.7,0.02
21297,11.81,56.7,0.01
21298,11.93,56.7,0.01
21299,12.06,56.7,0.01
21300,12.18,56.7,0.01
21301,12.31,56.7,9.52E-03
21302,12.43,56.7,6.60E-03
21303,12.56,56.7,5.71E-03
21304,12.68,56.7,1000000
21305,12.81,56.7,1000000
21306,12.93,56.7,1000000
21307,-12.06,56.79,1000000
21308,-11.93,56.79,1000000
21309,-11.81,56.79,5.27E-03
21310,-11.68,56.79,8.84E-03
21311,-11.56,56.79,0.01
21312,-11.43,56.79,0.01
21313,-11.31,56.79,0.01
21314,-11.18,56.79,0.01
21315,-11.06,56.79,0.01
21316,-10.93,56.79,9.49E-03
21317,-10.81,56.79,8.80E-03
21318,-10.68,56.79,8.26E-03
21319,-10.56,56.79,7.80E-03
21320,-10.43,56.79,7.40E-03
21321,-10.31,56.79,7.24E-03
21322,-10.18,56.79,7.17E-03
21323,-10.06,56.79,7.22E-03
21324,-9.93,56.79,7.36E-03
21325,-9.81,56.79,7.67E-03
21326,-9.68,56.79,7.87E-03
21327,-9.56,56.79,7.87E-03
21328,-9.43,56.79,7.46E-03
21329,-9.31,56.79,6.13E-03
21330,-9.18,56.79,4.55E-03
21331,-9.06,56.79,0.01
21332,-8.93,56.79,0.06
21333,-8.81,56.79,0.12
21334,-8.68,56.79,0.09
21335,-8.56,56.79,0.07
21336,-8.43,56.79,0.05
21337,-8.31,56.79,0.04
21338,-8.18,56.79,0.04
21339,-8.06,56.79,0.05
21340,-7.93,56.79,0.12
21341,-7.81,56.79,0.29
21342,-7.68,56.79,0.37
21343,-7.56,56.79,0.2
21344,-7.43,56.79,0.15
21345,-7.31,56.79,0.15
21346,-7.18,56.79,0.11
21347,-7.06,56.79,0.08
21348,-6.93,56.79,0.07
21349,-6.81,56.79,0.05
21350,-6.68,56.79,0.04
21351,-6.56,56.79,0.02
21352,-6.43,56.79,0.03
21353,-6.31,56.79,0.05
21354,-6.18,56.79,0.03
21355,-6.06,56.79,0.03
21356,-5.93,56.79,0.02
21357,-5.81,56.79,1000000
21358,-5.68,56.79,1000000
21359,-5.56,56.79,1000000
21360,-5.43,56.79,1000000
21361,-5.31,56.79,1000000
21362,-5.18,56.79,1000000
21363,-5.06,56.79,1000000
21364,-4.93,56.79,1000000
21365,-4.81,56.79,1000000
21366,-4.68,56.79,1000000
21367,-4.56,56.79,1000000
21368,-4.43,56.79,1000000
21369,-4.31,56.79,1000000
21370,-4.18,56.79,1000000
21371,-4.06,56.79,1000000
21372,-3.93,56.79,1000000
21373,-3.81,56.79,1000000
21374,-3.68,56.79,1000000
21375,-3.56,56.79,1000000
21376,-3.43,56.79,1000000
21377,-3.31,56.79,1000000
21378,-3.18,56.79,1000000
21379,-3.06,56.79,1000000
21380,-2.93,56.79,1000000
21381,-2.81,56.79,1000000
21382,-2.68,56.79,1000000
21383,-2.56,56.79,1000000
21384,-2.43,56.79,1000000
21385,-2.31,56.79,0.37
21386,-2.18,56.79,0.45
21387,-2.06,56.79,0.4
21388,-1.93,56.79,0.36
21389,-1.81,56.79,0.36
21390,-1.68,56.79,0.38
21391,-1.56,56.79,0.39
21392,-1.43,56.79,0.38
21393,-1.31,56.79,0.35
21394,-1.18,56.79,0.32
21395,-1.06,56.79,0.31
21396,-0.93,56.79,0.3
21397,-0.81,56.79,0.29
21398,-0.68,56.79,0.27
21399,-0.56,56.79,0.25
21400,-0.43,56.79,0.21
21401,-0.31,56.79,0.18
21402,-0.18,56.79,0.15
21403,-0.06,56.79,0.14
21404,0.06,56.79,0.13
21405,0.18,56.79,0.14
21406,0.31,56.79,0.13
21407,0.43,56.79,0.13
21408,0.56,56.79,0.13
21409,0.68,56.79,0.12
21410,0.81,56.79,0.12
21411,0.93,56.79,0.12
21412,1.06,56.79,0.13
21413,1.18,56.79,0.13
21414,1.31,56.79,0.13
21415,1.43,56.79,0.12
21416,1.56,56.79,0.11
21417,1.68,56.79,0.11
21418,1.81,56.79,0.1
21419,1.93,56.79,0.1
21420,2.06,56.79,0.1
21421,2.18,56.79,0.09
21422,2.31,56.79,0.09
21423,2.43,56.79,0.09
21424,2.56,56.79,0.09
21425,2.68,56.79,0.08
21426,2.81,56.79,0.08
21427,2.93,56.79,0.08
21428,3.06,56.79,0.08
21429,3.18,56.79,0.07
21430,3.31,56.79,0.07
21431,3.43,56.79,0.07
21432,3.56,56.79,0.07
21433,3.68,56.79,0.07
21434,3.81,56.79,0.07
21435,3.93,56.79,0.07
21436,4.06,56.79,0.06
21437,4.18,56.79,0.06
21438,4.31,56.79,0.05
21439,4.43,56.79,0.05
21440,4.56,56.79,0.04
21441,4.68,56.79,0.04
21442,4.81,56.79,0.03
21443,4.93,56.79,0.03
21444,5.06,56.79,0.03
21445,5.18,56.79,0.03
21446,5.31,56.79,0.03
21447,5.43,56.79,0.02
21448,5.56,56.79,0.02
21449,5.68,56.79,0.02
21450,5.81,56.79,0.02
21451,5.93,56.79,0.02
21452,6.06,56.79,0.02
21453,6.18,56.79,0.02
21454,6.31,56.79,0.02
21455,6.43,56.79,0.03
21456,6.56,56.79,0.03
21457,6.68,56.79,0.03
21458,6.81,56.79,0.03
21459,6.93,56.79,0.03
21460,7.06,56.79,0.03
21461,7.18,56.79,0.03
21462,7.31,56.79,0.03
21463,7.43,56.79,0.03
21464,7.56,56.79,0.03
21465,7.68,56.79,0.03
21466,7.81,56.79,0.04
21467,7.93,56.79,0.04
21468,8.06,56.79,0.04
21469,8.18,56.79,0.03
21470,8.31,56.79,1000000
21471,8.43,56.79,1000000
21472,8.56,56.79,1000000
21473,8.68,56.79,1000000
21474,8.81,56.79,1000000
21475,8.93,56.79,1000000
21476,9.06,56.79,1000000
21477,9.18,56.79,1000000
21478,9.31,56.79,1000000
21479,9.43,56.79,1000000
21480,9.56,56.79,1000000
21481,9.68,56.79,1000000
21482,9.81,56.79,1000000
21483,9.93,56.79,1000000
21484,10.06,56.79,1000000
21485,10.18,56.79,1000000
21486,10.31,56.79,0.01
21487,10.43,56.79,0.01
21488,10.56,56.79,0.01
21489,10.68,56.79,0.02
21490,10.81,56.79,0.02
21491,10.93,56.79,0.02
21492,11.06,56.79,0.02
21493,11.18,56.79,0.02
21494,11.31,56.79,0.03
21495,11.43,56.79,0.03
21496,11.56,56.79,0.03
21497,11.68,56.79,0.02
21498,11.81,56.79,0.02
21499,11.93,56.79,0.02
21500,12.06,56.79,0.02
21501,12.18,56.79,0.02
21502,12.31,56.79,0.02
21503,12.43,56.79,8.44E-03
21504,12.56,56.79,5.31E-03
21505,12.68,56.79,1000000
21506,12.81,56.79,1000000
21507,12.93,56.79,1000000
21508,-12.06,56.87,1000000
21509,-11.93,56.87,1000000
21510,-11.81,56.87,7.42E-03
21511,-11.68,56.87,0.01
21512,-11.56,56.87,0.01
21513,-11.43,56.87,0.01
21514,-11.31,56.87,0.01
21515,-11.18,56.87,0.01
21516,-11.06,56.87,0.01
21517,-10.93,56.87,9.24E-03
21518,-10.81,56.87,8.62E-03
21519,-10.68,56.87,8.18E-03
21520,-10.56,56.87,7.84E-03
21521,-10.43,56.87,7.63E-03
21522,-10.31,56.87,7.54E-03
21523,-10.18,56.87,7.49E-03
21524,-10.06,56.87,7.46E-03
21525,-9.93,56.87,7.56E-03
21526,-9.81,56.87,7.78E-03
21527,-9.68,56.87,7.95E-03
21528,-9.56,56.87,7.87E-03
21529,-9.43,56.87,7.22E-03
21530,-9.31,56.87,5.63E-03
21531,-9.18,56.87,4.99E-03
21532,-9.06,56.87,0.01
21533,-8.93,56.87,0.08
21534,-8.81,56.87,0.12
21535,-8.68,56.87,0.09
21536,-8.56,56.87,0.06
21537,-8.43,56.87,0.04
21538,-8.31,56.87,0.03
21539,-8.18,56.87,0.03
21540,-8.06,56.87,0.04
21541,-7.93,56.87,0.09
21542,-7.81,56.87,0.19
21543,-7.68,56.87,0.31
21544,-7.56,56.87,0.52
21545,-7.43,56.87,0.3
21546,-7.31,56.87,0.14
21547,-7.18,56.87,0.11
21548,-7.06,56.87,0.08
21549,-6.93,56.87,0.06
21550,-6.81,56.87,0.05
21551,-6.68,56.87,0.03
21552,-6.56,56.87,0.03
21553,-6.43,56.87,0.03
21554,-6.31,56.87,0.02
21555,-6.18,56.87,0.05
21556,-6.06,56.87,0.03
21557,-5.93,56.87,0.01
21558,-5.81,56.87,6.75E-03
21559,-5.68,56.87,1000000
21560,-5.56,56.87,1000000
21561,-5.43,56.87,1000000
21562,-5.31,56.87,1000000
21563,-5.18,56.87,1000000
21564,-5.06,56.87,1000000
21565,-4.93,56.87,1000000
21566,-4.81,56.87,1000000
21567,-4.68,56.87,1000000
21568,-4.56,56.87,1000000
21569,-4.43,56.87,1000000
21570,-4.31,56.87,1000000
21571,-4.18,56.87,1000000
21572,-4.06,56.87,1000000
21573,-3.93,56.87,1000000
21574,-3.81,56.87,1000000
21575,-3.68,56.87,1000000
21576,-3.56,56.87,1000000
21577,-3.43,56.87,1000000
21578,-3.31,56.87,1000000
21579,-3.18,56.87,1000000
21580,-3.06,56.87,1000000
21581,-2.93,56.87,1000000
21582,-2.81,56.87,1000000
21583,-2.68,56.87,1000000
21584,-2.56,56.87,1000000
21585,-2.43,56.87,1000000
21586,-2.31,56.87,1000000
21587,-2.18,56.87,0.34
21588,-2.06,56.87,0.43
21589,-1.93,56.87,0.46
21590,-1.81,56.87,0.48
21591,-1.68,56.87,0.46
21592,-1.56,56.87,0.45
21593,-1.43,56.87,0.43
21594,-1.31,56.87,0.39
21595,-1.18,56.87,0.35
21596,-1.06,56.87,0.34
21597,-0.93,56.87,0.33
21598,-0.81,56.87,0.31
21599,-0.68,56.87,0.3
21600,-0.56,56.87,0.27
21601,-0.43,56.87,0.25
21602,-0.31,56.87,0.22
21603,-0.18,56.87,0.2
21604,-0.06,56.87,0.18
21605,0.06,56.87,0.17
21606,0.18,56.87,0.18
21607,0.31,56.87,0.18
21608,0.43,56.87,0.18
21609,0.56,56.87,0.18
21610,0.68,56.87,0.18
21611,0.81,56.87,0.18
21612,0.93,56.87,0.18
21613,1.06,56.87,0.18
21614,1.18,56.87,0.17
21615,1.31,56.87,0.15
21616,1.43,56.87,0.13
21617,1.56,56.87,0.12
21618,1.68,56.87,0.11
21619,1.81,56.87,0.11
21620,1.93,56.87,0.1
21621,2.06,56.87,0.1
21622,2.18,56.87,0.1
21623,2.31,56.87,0.1
21624,2.43,56.87,0.09
21625,2.56,56.87,0.09
21626,2.68,56.87,0.09
21627,2.81,56.87,0.09
21628,2.93,56.87,0.08
21629,3.06,56.87,0.08
21630,3.18,56.87,0.08
21631,3.31,56.87,0.08
21632,3.43,56.87,0.08
21633,3.56,56.87,0.07
21634,3.68,56.87,0.07
21635,3.81,56.87,0.07
21636,3.93,56.87,0.06
21637,4.06,56.87,0.06
21638,4.18,56.87,0.05
21639,4.31,56.87,0.05
21640,4.43,56.87,0.05
21641,4.56,56.87,0.04
21642,4.68,56.87,0.04
21643,4.81,56.87,0.04
21644,4.93,56.87,0.03
21645,5.06,56.87,0.03
21646,5.18,56.87,0.03
21647,5.31,56.87,0.03
21648,5.43,56.87,0.03
21649,5.56,56.87,0.03
21650,5.68,56.87,0.03
21651,5.81,56.87,0.02
21652,5.93,56.87,0.02
21653,6.06,56.87,0.02
21654,6.18,56.87,0.02
21655,6.31,56.87,0.02
21656,6.43,56.87,0.02
21657,6.56,56.87,0.03
21658,6.68,56.87,0.03
21659,6.81,56.87,0.03
21660,6.93,56.87,0.03
21661,7.06,56.87,0.03
21662,7.18,56.87,0.03
21663,7.31,56.87,0.03
21664,7.43,56.87,0.03
21665,7.56,56.87,0.03
21666,7.68,56.87,0.03
21667,7.81,56.87,0.03
21668,7.93,56.87,0.03
21669,8.06,56.87,0.03
21670,8.18,56.87,0.04
21671,8.31,56.87,0.02
21672,8.43,56.87,1000000
21673,8.56,56.87,1000000
21674,8.68,56.87,1000000
21675,8.81,56.87,1000000
21676,8.93,56.87,1000000
21677,9.06,56.87,1000000
21678,9.18,56.87,1000000
21679,9.31,56.87,1000000
21680,9.43,56.87,1000000
21681,9.56,56.87,1000000
21682,9.68,56.87,1000000
21683,9.81,56.87,1000000
21684,9.93,56.87,1000000
21685,10.06,56.87,1000000
21686,10.18,56.87,1000000
21687,10.31,56.87,0.01
21688,10.43,56.87,0.02
21689,10.56,56.87,0.02
21690,10.68,56.87,0.03
21691,10.81,56.87,0.03
21692,10.93,56.87,0.03
21693,11.06,56.87,0.03
21694,11.18,56.87,0.03
21695,11.31,56.87,0.03
21696,11.43,56.87,0.03
21697,11.56,56.87,0.03
21698,11.68,56.87,0.03
21699,11.81,56.87,0.03
21700,11.93,56.87,0.02
21701,12.06,56.87,0.02
21702,12.18,56.87,0.03
21703,12.31,56.87,0.02
21704,12.43,56.87,1000000
21705,12.56,56.87,1000000
21706,12.68,56.87,1000000
21707,12.81,56.87,1000000
21708,12.93,56.87,1000000
21709,-12.06,56.95,1000000
21710,-11.93,56.95,1000000
21711,-11.81,56.95,8.88E-03
21712,-11.68,56.95,0.01
21713,-11.56,56.95,0.01
21714,-11.43,56.95,0.01
21715,-11.31,56.95,0.01
21716,-11.18,56.95,0.01
21717,-11.06,56.95,9.64E-03
21718,-10.93,56.95,8.73E-03
21719,-10.81,56.95,8.21E-03
21720,-10.68,56.95,7.96E-03
21721,-10.56,56.95,7.82E-03
21722,-10.43,56.95,7.74E-03
21723,-10.31,56.95,7.68E-03
21724,-10.18,56.95,7.66E-03
21725,-10.06,56.95,7.74E-03
21726,-9.93,56.95,7.91E-03
21727,-9.81,56.95,8.11E-03
21728,-9.68,56.95,8.31E-03
21729,-9.56,56.95,8.00E-03
21730,-9.43,56.95,6.91E-03
21731,-9.31,56.95,5.32E-03
21732,-9.18,56.95,6.73E-03
21733,-9.06,56.95,0.03
21734,-8.93,56.95,0.1
21735,-8.81,56.95,0.1
21736,-8.68,56.95,0.07
21737,-8.56,56.95,0.05
21738,-8.43,56.95,0.04
21739,-8.31,56.95,0.03
21740,-8.18,56.95,0.03
21741,-8.06,56.95,0.03
21742,-7.93,56.95,0.06
21743,-7.81,56.95,0.1
21744,-7.68,56.95,0.11
21745,-7.56,56.95,0.18
21746,-7.43,56.95,1000000
21747,-7.31,56.95,0.06
21748,-7.18,56.95,0.1
21749,-7.06,56.95,0.09
21750,-6.93,56.95,0.08
21751,-6.81,56.95,0.07
21752,-6.68,56.95,0.07
21753,-6.56,56.95,0.05
21754,-6.43,56.95,0.04
21755,-6.31,56.95,1000000
21756,-6.18,56.95,0.02
21757,-6.06,56.95,0.02
21758,-5.93,56.95,0.01
21759,-5.81,56.95,1000000
21760,-5.68,56.95,1000000
21761,-5.56,56.95,1000000
21762,-5.43,56.95,1000000
21763,-5.31,56.95,1000000
21764,-5.18,56.95,1000000
21765,-5.06,56.95,1000000
21766,-4.93,56.95,1000000
21767,-4.81,56.95,1000000
21768,-4.68,56.95,1000000
21769,-4.56,56.95,1000000
21770,-4.43,56.95,1000000
21771,-4.31,56.95,1000000
21772,-4.18,56.95,1000000
21773,-4.06,56.95,1000000
21774,-3.93,56.95,1000000
21775,-3.81,56.95,1000000
21776,-3.68,56.95,1000000
21777,-3.56,56.95,1000000
21778,-3.43,56.95,1000000
21779,-3.31,56.95,1000000
21780,-3.18,56.95,1000000
21781,-3.06,56.95,1000000
21782,-2.93,56.95,1000000
21783,-2.81,56.95,1000000
21784,-2.68,56.95,1000000
21785,-2.56,56.95,1000000
21786,-2.43,56.95,1000000
21787,-2.31,56.95,1000000
21788,-2.18,56.95,0.38
21789,-2.06,56.95,0.6
21790,-1.93,56.95,0.54
21791,-1.81,56.95,0.46
21792,-1.68,56.95,0.42
21793,-1.56,56.95,0.41
21794,-1.43,56.95,0.41
21795,-1.31,56.95,0.39
21796,-1.18,56.95,0.37
21797,-1.06,56.95,0.36
21798,-0.93,56.95,0.34
21799,-0.81,56.95,0.32
21800,-0.68,56.95,0.29
21801,-0.56,56.95,0.28
21802,-0.43,56.95,0.26
21803,-0.31,56.95,0.25
21804,-0.18,56.95,0.25
21805,-0.06,56.95,0.24
21806,0.06,56.95,0.24
21807,0.18,56.95,0.24
21808,0.31,56.95,0.25
21809,0.43,56.95,0.25
21810,0.56,56.95,0.24
21811,0.68,56.95,0.24
21812,0.81,56.95,0.23
21813,0.93,56.95,0.23
21814,1.06,56.95,0.21
21815,1.18,56.95,0.19
21816,1.31,56.95,0.16
21817,1.43,56.95,0.14
21818,1.56,56.95,0.13
21819,1.68,56.95,0.12
21820,1.81,56.95,0.11
21821,1.93,56.95,0.11
21822,2.06,56.95,0.11
21823,2.18,56.95,0.1
21824,2.31,56.95,0.1
21825,2.43,56.95,0.1
21826,2.56,56.95,0.1
21827,2.68,56.95,0.09
21828,2.81,56.95,0.09
21829,2.93,56.95,0.09
21830,3.06,56.95,0.08
21831,3.18,56.95,0.08
21832,3.31,56.95,0.08
21833,3.43,56.95,0.07
21834,3.56,56.95,0.07
21835,3.68,56.95,0.07
21836,3.81,56.95,0.07
21837,3.93,56.95,0.07
21838,4.06,56.95,0.06
21839,4.18,56.95,0.06
21840,4.31,56.95,0.05
21841,4.43,56.95,0.05
21842,4.56,56.95,0.04
21843,4.68,56.95,0.04
21844,4.81,56.95,0.04
21845,4.93,56.95,0.04
21846,5.06,56.95,0.04
21847,5.18,56.95,0.04
21848,5.31,56.95,0.04
21849,5.43,56.95,0.03
21850,5.56,56.95,0.03
21851,5.68,56.95,0.03
21852,5.81,56.95,0.03
21853,5.93,56.95,0.02
21854,6.06,56.95,0.02
21855,6.18,56.95,0.02
21856,6.31,56.95,0.02
21857,6.43,56.95,0.02
21858,6.56,56.95,0.02
21859,6.68,56.95,0.02
21860,6.81,56.95,0.02
21861,6.93,56.95,0.02
21862,7.06,56.95,0.03
21863,7.18,56.95,0.03
21864,7.31,56.95,0.03
21865,7.43,56.95,0.03
21866,7.56,56.95,0.03
21867,7.68,56.95,0.03
21868,7.81,56.95,0.03
21869,7.93,56.95,0.03
21870,8.06,56.95,0.03
21871,8.18,56.95,0.02
21872,8.31,56.95,0.02
21873,8.43,56.95,0.02
21874,8.56,56.95,1000000
21875,8.68,56.95,1000000
21876,8.81,56.95,1000000
21877,8.93,56.95,1000000
21878,9.06,56.95,1000000
21879,9.18,56.95,1000000
21880,9.31,56.95,1000000
21881,9.43,56.95,1000000
21882,9.56,56.95,1000000
21883,9.68,56.95,1000000
21884,9.81,56.95,1000000
21885,9.93,56.95,1000000
21886,10.06,56.95,1000000
21887,10.18,56.95,1000000
21888,10.31,56.95,0.02
21889,10.43,56.95,0.05
21890,10.56,56.95,0.05
21891,10.68,56.95,0.05
21892,10.81,56.95,0.04
21893,10.93,56.95,0.04
21894,11.06,56.95,0.04
21895,11.18,56.95,0.04
21896,11.31,56.95,0.05
21897,11.43,56.95,0.04
21898,11.56,56.95,0.04
21899,11.68,56.95,0.03
21900,11.81,56.95,0.03
21901,11.93,56.95,0.03
21902,12.06,56.95,0.03
21903,12.18,56.95,0.03
21904,12.31,56.95,0.03
21905,12.43,56.95,1000000
21906,12.56,56.95,1000000
21907,12.68,56.95,1000000
21908,12.81,56.95,1000000
21909,12.93,56.95,1000000
21910,-12.06,57.04,1000000
21911,-11.93,57.04,1000000
21912,-11.81,57.04,3.08E-03
21913,-11.68,57.04,8.96E-03
21914,-11.56,57.04,0.01
21915,-11.43,57.04,0.01
21916,-11.31,57.04,0.01
21917,-11.18,57.04,0.01
21918,-11.06,57.04,8.83E-03
21919,-10.93,57.04,8.03E-03
21920,-10.81,57.04,7.66E-03
21921,-10.68,57.04,7.66E-03
21922,-10.56,57.04,7.76E-03
21923,-10.43,57.04,7.85E-03
21924,-10.31,57.04,7.89E-03
21925,-10.18,57.04,7.99E-03
21926,-10.06,57.04,8.22E-03
21927,-9.93,57.04,8.50E-03
21928,-9.81,57.04,8.76E-03
21929,-9.68,57.04,8.96E-03
21930,-9.56,57.04,8.47E-03
21931,-9.43,57.04,7.00E-03
21932,-9.31,57.04,5.95E-03
21933,-9.18,57.04,0.01
21934,-9.06,57.04,0.05
21935,-8.93,57.04,0.09
21936,-8.81,57.04,0.08
21937,-8.68,57.04,0.06
21938,-8.56,57.04,0.05
21939,-8.43,57.04,0.03
21940,-8.31,57.04,0.03
21941,-8.18,57.04,0.02
21942,-8.06,57.04,0.03
21943,-7.93,57.04,0.04
21944,-7.81,57.04,0.05
