"Indicators","values"
"1. Intensity",3.34210155751195
"2. Proportion of cells fished",0.803294982229986
"3. Proportion of area fished",0.513490579171355
"4. Aggregation of fishing pressure",0.24700319257876
"5. Persistently unfished areas",0.0828263357629059
"6. Average impact",0.185909913171284
"7. Proportion of area with impact < 0.2",0.715559303656406
